1,tiramisu,11,4
2,briosa,6,5
3,tort,30,3
4,cheesecake,23,6
5,ecler,16,11
1,aa,0,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
-858993460,,-858993460,-858993460
